folio_i,folio_int,sexo,edad,peso,estatura,imc,muestra_suero,ac_urico,albu,col_hdl,col_ldl,colest,creat,glu_suero,insulina,trig,hb1ac,ponde_venosa,estrato,est_sel,ponde_hemo,riesgo_diabetes_cat,nombre_completo,nss,CURP,unidad_medica
2024_20057032,2024_20057032_02,Mujer,52,53.6,148,,1,3.7,2.7,27,74,108,0.58,95,11.6,134,,"2,285,001,434",2,202,,0,Isabel Hernandez Cortes,32839474778,ISM54057032HDFRRA01,Centro de Salud Urbano N01
2024_05017014,2024_05017014_01,Mujer,62,,,,1,6.1,4.5,39,69,112,1.1,87,12.9,55,,,2,52,"6,378,420,932",0,Lucia Hernandez Martinez,91829428837,LUM78017014HDFRRA01,Centro de Salud Urbano N01
2024_05017014,2024_05017014_02,Hombre,29,54.95,167.6,,1,6.1,4.1,49,112,184,0.88,89,8.9,204,,,2,52,,0,Juan Rodriguez Cortes,56878249631,JUH90017014HDFRRA01,Hospital Regional Sur
2024_05017017,2024_05017017_01,Hombre,66,,,,1,6,4.5,42,131,198,0.76,117,13.8,304,,,2,52,"1,335,812,871",2,Luis Ramirez Gonzalez,41708181541,LUH80017017HDFRRA01,HGZ 1 - Centro
2024_05017017,2024_05017017_04,Mujer,29,90.2,157.4,,1,3.6,4.2,44,114,178,0.61,86,38.5,331,,,2,52,"9,030,252,506",0,Isabel Hernandez Perez,20808615730,ISM85017017HDFRRA01,Clínica 14 - Santa Fe
2024_05017018,2024_05017018_01,Mujer,46,86.5,161.1,,1,4.7,4,52,81,148,0.6,86,12.9,96,,,2,52,"7,693,562,084",0,Ximena Lopez Hernandez,73919114040,XIM37017018HDFRRA01,Unidad Médica Familiar 22
2024_05017018,2024_05017018_02,Mujer,22,44.85,154.4,,1,2.7,3.9,45,66,119,0.63,81,8.3,73,,,2,52,"1,032,437,631",0,Gabriela Perez Lopez,78756659493,GAM64017018HDFRRA01,Unidad Médica Familiar 22
2024_05017019,2024_05017019_01,Mujer,85,,,,1,5.1,3.6,28,97,165,0.75,105,17.4,306,,"1,376,083,182",2,52,"7,381,855,444",2,Elena Martinez Martinez,10845984108,ELM30017019HDFRRA01,Hospital Regional Sur
2024_05017022,2024_05017022_01,Hombre,45,98.4,168.4,,1,8.2,1.9,17,52,70,0.9,82,7.9,91,,"1,751,333,905",2,52,,0,Javier Perez Rodriguez,86828632742,JAH59017022HDFRRA01,Hospital Regional Sur
2024_05017023,2024_05017023_01,Mujer,36,61.3,150.4,,1,5.1,4.2,52,165,225,0.65,102,14.2,99,,"5,450,211,304",2,52,"2,114,818,716",2,Martha Gonzalez Perez,96797965150,MAM95017023HDFRRA01,Unidad Médica Familiar 22
2024_05017023,2024_05017023_02,Mujer,62,,,,1,6.2,3.7,37,113,173,0.89,110,51.6,160,,"1,409,366,717",2,52,"7,560,401,512",2,Isabel Perez Martinez,25925473730,ISM70017023HDFRRA01,Clínica 14 - Santa Fe
2024_05017025,2024_05017025_01,Hombre,72,,,,1,4.8,4.3,50,156,229,1,104,12.4,169,,"1,751,333,905",2,52,"9,120,815,876",2,Carlos Lopez Lopez,47994061033,CAH77017025HDFRRA01,Unidad Médica Familiar 22
2024_05017025,2024_05017025_03,Hombre,38,62.55,169.6,,1,2.7,1.7,28,39,72,0.54,69,1.8,24,5,"4,468,278,686",2,52,,0,Raffael Gonzalez Lopez,36835837547,RAH86017025HDFRRA01,Hospital Regional Sur
2024_05017031,2024_05017031_02,Mujer,25,113.45,159.5,,1,3.3,2.7,32,63,100,0.62,76,12.6,72,,"2,868,039,274",2,52,"7,945,514,817",0,Sofia Gonzalez Rodriguez,34735088688,SOM35017031HDFRRA01,Hospital Regional Sur
2024_05017038,2024_05017038_01,Hombre,68,,,,1,4.6,3.9,40,114,194,0.77,93,6.6,186,,"1,206,801,364",1,51,"1,054,007,514",0,Javier Lopez Ramirez,34954639009,JAH89017038HDFRRA01,HGZ 1 - Centro
2024_05017043,2024_05017043_01,Mujer,38,69.25,150.2,,1,4.9,4.2,36,119,169,0.68,90,14,162,,"7,669,221,905",1,51,"1,873,701,734",0,Lucia Garcia Hernandez,62707791642,LUM14017043HDFRRA01,HGZ 1 - Centro
2024_05017048,2024_05017048_02,Mujer,44,74.85,152.6,,1,5.4,3.7,35,98,150,0.69,111,33.7,175,,"3,067,688,762",1,51,"7,494,806,937",2,Ana Sanchez Hernandez,15765516499,ANM31017048HDFRRA01,Clínica 14 - Santa Fe
2024_05017049,2024_05017049_01,Mujer,46,68.85,150,,1,4.5,3.7,38,102,160,0.61,86,7.4,183,,"1,671,082,327",1,51,"5,274,033,373",0,Lucia Rodriguez Rodriguez,78819335544,LUM94017049HDFRRA01,Centro de Salud Urbano N01
2024_05017049,2024_05017049_02,Hombre,34,73.25,157.5,,1,5,4.4,40,89,136,0.61,94,6.1,104,,"3,942,360,617",1,51,,0,Carlos Ramirez Sanchez,79707849045,CAH49017049HDFRRA01,Clínica 14 - Santa Fe
2024_05017050,2024_05017050_02,Mujer,47,84.65,157.1,,1,4.3,3.9,39,116,180,0.64,117,48.7,150,,,1,51,"1,054,806,675",2,Maria Rodriguez Sanchez,64899912972,MAM22017050HDFRRA01,Clínica 14 - Santa Fe
2024_05017058,2024_05017058_01,Hombre,57,73.15,169.7,,1,3.9,4.2,40,102,146,0.65,103,10.3,66,5,"9,472,754,299",1,51,,2,Javier Cortes Lopez,79708565365,JAH22017058HDFRRA01,Centro de Salud Urbano N01
2024_05017067,2024_05017067_01,Hombre,50,97.55,171.2,,1,6.8,4.3,46,165,229,1.17,99,13.7,180,,"24342,03",1,51,,0,Carlos Perez Sanchez,98997827698,CAH58017067HDFRRA01,HGZ 1 - Centro
2024_05017067,2024_05017067_03,Hombre,26,83.05,171.9,,1,5.6,3.7,29,88,139,1.2,111,68.7,201,5,,1,51,,2,Eduardo Garcia Garcia,74955549229,EDH60017067HDFRRA01,HGZ 1 - Centro
2024_05017068,2024_05017068_01,Mujer,76,,,,1,5.1,3.9,38,131,199,0.74,147,22.6,235,,"1,685,345,134",1,51,"1,516,187,396",2,Martha Garcia Garcia,51785647629,MAM79017068HDFRRA01,Clínica 14 - Santa Fe
2024_05017068,2024_05017068_02,Mujer,25,96.55,165.5,,1,2.5,3.2,61,80,150,0.43,72,7.7,85,,"1,262,738,374",1,51,"4,321,011,189",0,Gabriela Cortes Martinez,61987878888,GAM97017068HDFRRA01,Centro de Salud Urbano N01
2024_05017069,2024_05017069_02,Mujer,32,62.65,148.9,,1,3.6,4.3,35,96,173,0.7,95,53,301,,,1,51,"3,779,387,825",0,Sofia Garcia Ramirez,76759941789,SOM27017069HDFRRA01,Clínica 14 - Santa Fe
2024_05017071,2024_05017071_02,Mujer,48,82.35,152.8,,1,3.6,4.2,52,140,201,0.69,65,16.5,132,,,1,51,"1,063,809,525",0,Ana Gonzalez Gonzalez,83958233738,ANM34017071HDFRRA01,Hospital Regional Sur
2024_28022025,2024_28022025_02,Mujer,62,,,,1,5.5,3.3,28,108,160,0.83,100,11,228,,"7,996,077,683",3,283,"722,697,979",2,Sofia Sanchez Gonzalez,48896952710,SOM69022025HDFRRA01,HGZ 1 - Centro
2024_28022033,2024_28022033_01,Hombre,46,82.05,159.9,,1,6.7,4.2,40,78,144,1.1,73,16,422,,,3,283,,0,Javier Gonzalez Martinez,15965932071,JAH71022033HDFRRA01,HGZ 1 - Centro
2024_28022044,2024_28022044_01,Mujer,50,48.7,154.8,,1,2.1,2.8,50,97,150,0.48,94,7.6,135,,"1,878,681,821",3,283,,0,Isabel Sanchez Garcia,28876547778,ISM37022044HDFRRA01,Unidad Médica Familiar 22
2024_28022047,2024_28022047_01,Mujer,52,59.15,142.7,,1,3.7,3.8,44,67,118,0.8,126,67.3,115,,"1,633,572,553",3,283,,2,Maria Sanchez Garcia,92835362086,MAM61022047HDFRRA01,Centro de Salud Urbano N01
2024_28022047,2024_28022047_02,Mujer,31,99.7,158,,1,3.2,3.2,43,102,159,0.46,205,18.2,262,,"3,806,299,094",3,283,"3,079,903,283",2,Elena Ramirez Lopez,24769533805,ELM50022047HDFRRA01,Unidad Médica Familiar 22
2024_28022058,2024_28022058_01,Hombre,26,64.5,170.6,,1,3.1,3.8,58,105,164,0.51,226,14.2,72,,"3,229,505,306",3,283,,2,Luis Gonzalez Garcia,70879727717,LUH89022058HDFRRA01,Hospital Regional Sur
2024_28022067,2024_28022067_02,Mujer,33,69.5,159.5,,1,5.3,3.7,28,113,171,0.63,103,9.8,203,,"2,130,918,981",3,283,"2,641,177,296",2,Maria Hernandez Rodriguez,44998445315,MAM22022067HDFRRA01,Centro de Salud Urbano N01
2024_28022076,2024_28022076_01,Hombre,31,59.6,170.8,,1,3.6,4.5,36,105,209,0.61,80,16,1157,,"2,057,152,842",3,283,,0,Ricardo Sanchez Lopez,23927247578,RIH75022076HDFRRA01,Hospital Regional Sur
2024_28022079,2024_28022079_02,Mujer,42,62.4,150,,1,2.6,4,42,108,159,0.55,272,8.2,93,,"7,365,551,097",3,283,,2,Sofia Hernandez Garcia,29735065672,SOM36022079HDFRRA01,Clínica 14 - Santa Fe
2024_28022084,2024_28022084_02,Mujer,25,82.5,170.5,,1,5.2,4.2,42,108,163,0.68,84,12.2,169,,"2,110,354,528",3,283,"1,151,961,509",0,Elena Gonzalez Garcia,31788116458,ELM84022084HDFRRA01,HGZ 1 - Centro
2024_24020003,2024_24020003_01,Mujer,70,,,,1,4.9,3.1,33,108,158,0.65,98,20,207,6,"5,282,590,234",2,242,"1,371,393,701",2,Sofia Gonzalez Hernandez,80935156242,SOM60020003HDFRRA01,Centro de Salud Urbano N01
2024_24020007,2024_24020007_02,Mujer,58,57.7,150.5,,1,3.9,2.6,37,58,105,0.56,77,3.4,72,,"1,056,518,047",2,242,,0,Elena Sanchez Rodriguez,22738056289,ELM64020007HDFRRA01,Clínica 14 - Santa Fe
2024_24020016,2024_24020016_02,Mujer,20,84.95,163.5,,1,4.8,2.9,43,87,133,0.63,79,7.4,97,,"3,849,354,355",2,242,"1,844,867,833",0,Sofia Ramirez Sanchez,41725459090,SOM59020016HDFRRA01,Clínica 14 - Santa Fe
2024_24020017,2024_24020017_01,Hombre,44,66.8,159.5,,1,5.1,3.6,41,104,148,0.8,105,7.8,146,,"1,223,919,552",2,242,,2,Carlos Martinez Lopez,34754270731,CAH14020017HDFRRA01,Hospital Regional Sur
2024_24020035,2024_24020035_01,Hombre,41,107.3,157.9,,1,6,3.6,31,96,145,0.57,100,108.2,198,,"1,220,369,387",2,242,,2,Eduardo Martinez Garcia,30836418127,EDH69020035HDFRRA01,Unidad Médica Familiar 22
2024_24020035,2024_24020035_02,Mujer,45,82.45,158.9,,1,5.8,3.6,44,107,175,0.53,92,18.5,185,,"4,635,195,202",2,242,"1,206,023,043",0,Beatriz Martinez Martinez,79737332411,BEM83020035HDFRRA01,Hospital Regional Sur
2024_31048002,2024_31048002_02,Mujer,64,,,,1,4.3,2.1,24,73,98,0.41,74,5,96,,"8,174,395,017",1,311,"4,137,337,175",0,Sofia Cortes Martinez,24934292751,SOM19048002HDFRRA01,Hospital Regional Sur
2024_31048005,2024_31048005_01,Hombre,61,,,,1,5.2,3.4,32,111,152,0.83,101,6.4,103,,"9,470,866,085",1,311,"5,290,022,498",2,Miguel Lopez Martinez,20736846874,MIH84048005HDFRRA01,Clínica 14 - Santa Fe
2024_31048020,2024_31048020_02,Mujer,29,67.95,148.7,,1,4.2,2.7,23,55,89,0.79,79,10.4,94,,"1,304,106,997",1,311,"6,516,165,614",0,Beatriz Sanchez Garcia,75909910729,BEM84048020HDFRRA01,HGZ 1 - Centro
2024_31048038,2024_31048038_02,Mujer,53,64.1,140.5,,1,4.5,3.2,27,77,112,0.63,100,24.2,121,,"81,158,724",1,311,,2,Maria Perez Garcia,44944538979,MAM71048038HDFRRA01,Unidad Médica Familiar 22
2024_31048042,2024_31048042_01,Mujer,39,79,150.4,,1,3.2,1.8,16,54,72,0.54,68,8.6,92,,"7,230,287,048",1,311,"2,980,451,332",0,Ximena Ramirez Gonzalez,23875162766,XIM29048042HDFRRA01,HGZ 1 - Centro
2024_31048043,2024_31048043_02,Mujer,-7975,,,,1,4.3,2.4,22,76,91,0.59,86,6.9,103,,"8,983,707,247",1,311,"5,501,546,212",0,Lucia Sanchez Rodriguez,52876848197,LUM93048043HDFRRA01,Centro de Salud Urbano N01
2024_30105001,2024_30105001_01,Hombre,46,75.5,165.4,,1,2.6,1.9,14,59,68,0.39,63,7.1,79,,"1,065,869,272",2,302,,0,Raffael Hernandez Garcia,50959180859,RAH35105001HDFRRA01,Unidad Médica Familiar 22
2024_30105002,2024_30105002_02,Mujer,34,85.25,165.5,,1,4.8,3.3,38,90,138,0.62,79,8.1,61,,"5,182,352,058",2,302,"4,827,102,888",0,Martha Cortes Hernandez,22819983589,MAM72105002HDFRRA01,Unidad Médica Familiar 22
2024_30105009,2024_30105009_01,Mujer,39,77.55,165.4,,1,2.4,3,34,92,129,0.52,91,4.5,92,,"4,310,692,102",2,302,"3,215,817,847",0,Maria Hernandez Rodriguez,95815497825,MAM55105009HDFRRA01,HGZ 1 - Centro
2024_30105012,2024_30105012_02,Hombre,,55.1,168.1,,1,3.4,3.7,53,42,104,0.59,83,1.7,37,,"2,123,022,329",2,302,,0,Carlos Lopez Gonzalez,55946252995,CAH28105012HDFRRA01,HGZ 1 - Centro
2024_13035002,2024_13035002_02,Hombre,66,,,,1,6.5,4.1,41,115,170,0.75,195,7.1,147,,"5,865,062,527",1,131,"4,196,110,867",2,Antonio Rodriguez Ramirez,92737248588,ANH54035002HDFRRA01,Centro de Salud Urbano N01
2024_13035014,2024_13035014_01,Mujer,31,80.95,157,,1,6.1,4.1,49,113,166,0.61,76,7.2,94,,"2,139,079,005",1,131,"1,104,310,762",0,Ximena Ramirez Lopez,97715881410,XIM63035014HDFRRA01,HGZ 1 - Centro
2024_13035018,2024_13035018_01,Mujer,34,80.25,160.5,,1,4,4.1,45,88,147,0.49,114,17.6,149,,"183,296,407",1,131,"9,462,773,208",2,Elena Ramirez Cortes,50925427801,ELM55035018HDFRRA01,Hospital Regional Sur
2024_13035029,2024_13035029_01,Mujer,47,67.75,145.5,32,1,7.3,4.1,37,72,129,0.47,107,15.1,137,,"1,768,505,403",1,131,"149,031,033",2,Beatriz Garcia Garcia,13844165321,BEM40035029HDFRRA01,Clínica 14 - Santa Fe
2024_13035031,2024_13035031_02,Mujer,57,64.2,155,,1,4.5,4,42,137,204,0.81,76,9.3,140,,"1,062,255,122",1,131,,0,Isabel Gonzalez Cortes,74719959838,ISM55035031HDFRRA01,Clínica 14 - Santa Fe
2024_13035032,2024_13035032_01,Mujer,73,,,,1,6.5,4.1,44,85,137,0.71,96,7.8,67,,"1,768,505,403",1,131,"1,128,152,035",0,Beatriz Sanchez Ramirez,77817662741,BEM67035032HDFRRA01,Centro de Salud Urbano N01
2024_02002055,2024_02002055_02,Hombre,56,75,174.3,,1,4.4,4,72,132,207,0.7,111,4.4,66,,"2,478,703,468",3,23,,2,Luis Martinez Gonzalez,13935845739,LUH33002055HDFRRA01,Clínica 14 - Santa Fe
2024_02002060,2024_02002060_01,Mujer,66,,,,1,4.1,3.7,52,136,190,0.8,146,12.1,113,,"112,173,796",3,23,"2,776,677,161",2,Ana Lopez Sanchez,57795927849,ANM95002060HDFRRA01,Unidad Médica Familiar 22
2024_02002103,2024_02002103_02,Mujer,36,94.1,161.5,,1,5,3.8,49,106,161,0.7,96,13.9,140,,"2,292,165,379",3,23,"197,842,567",0,Beatriz Sanchez Ramirez,50919257685,BEM98002103HDFRRA01,Unidad Médica Familiar 22
2024_02002112,2024_02002112_02,Mujer,47,222.22,222.2,,1,4.7,3.5,46,74,135,0.7,116,38.3,312,6,"123,166,846",3,23,"8,622,520,366",2,Sofia Gonzalez Cortes,60749667690,SOM19002112HDFRRA01,Centro de Salud Urbano N01
2024_02002136,2024_02002136_01,Mujer,31,69.4,162,,1,4,3.8,39,88,140,0.69,88,7.1,138,,"9,998,019,543",3,23,"5,393,464,053",0,Martha Cortes Lopez,42859512352,MAM74002136HDFRRA01,HGZ 1 - Centro
2024_02002153,2024_02002153_01,Hombre,22,75.8,178.4,,1,5.3,4.3,54,84,134,0.9,80,3.1,45,,"8,465,471,315",1,21,,0,Luis Cortes Perez,57966576848,LUH32002153HDFRRA01,Clínica 14 - Santa Fe
2024_02002163,2024_02002163_02,Hombre,45,95.45,173.4,,1,5.4,3.8,43,116,181,0.8,108,10.9,199,,"5,069,773,119",1,21,,2,Raffael Hernandez Rodriguez,16824915436,RAH84002163HDFRRA01,Hospital Regional Sur
2024_02002165,2024_02002165_01,Mujer,64,,,,1,4.9,3.2,34,68,108,1,101,11.2,115,,"2,002,685,798",1,21,"2,029,917,724",2,Ximena Sanchez Ramirez,74797972887,XIM74002165HDFRRA01,Clínica 14 - Santa Fe
2024_02002165,2024_02002165_02,Hombre,22,73.85,167.5,,1,5.1,4.5,46,51,99,0.8,91,6.9,45,,"4,232,735,657",1,21,,0,Antonio Garcia Perez,50726970447,ANH36002165HDFRRA01,Clínica 14 - Santa Fe
2024_02002179,2024_02002179_02,Mujer,31,65.8,143.5,,1,3.3,3.9,34,90,126,0.5,110,36,163,,,1,21,"1,005,578,435",2,Ximena Ramirez Hernandez,74999298068,XIM48002179HDFRRA01,Centro de Salud Urbano N01
2024_02002187,2024_02002187_01,Hombre,48,76.2,175.3,,1,6.3,4.4,41,162,212,0.9,99,10.1,171,,"1,033,643,063",1,21,,0,Roberto Martinez Sanchez,18878350722,ROH41002187HDFRRA01,Unidad Médica Familiar 22
2024_09009003,2024_09009003_02,Mujer,48,69.8,149.2,,1,3.5,3,34,58,91,0.54,73,10.3,104,,"3,751,486,993",2,91,"3,194,919,755",0,Maria Rodriguez Lopez,43794562340,MAM17009003HDFRRA01,Unidad Médica Familiar 22
2024_09009003,2024_09009003_04,Mujer,22,96.15,162.4,,1,4.6,3.3,35,120,153,0.64,75,11.3,146,,"1,393,833,055",2,91,"5,722,072,093",0,Elena Garcia Gonzalez,73845292223,ELM48009003HDFRRA01,Unidad Médica Familiar 22
2024_09009004,2024_09009004_01,Mujer,77,,,,1,3.7,3.3,41,80,116,0.51,86,9.3,102,,"1,100,199,535",2,91,"5,087,749,272",0,Beatriz Garcia Perez,77896255290,BEM43009004HDFRRA01,HGZ 1 - Centro
2024_09009022,2024_09009022_01,Hombre,75,,,,1,3.7,3.4,39,75,110,0.71,111,4,43,6,"5,819,136,807",2,91,"3,780,328,441",2,Raffael Hernandez Martinez,90914739027,RAH51009022HDFRRA01,Hospital Regional Sur
2024_06008008,2024_06008008_03,Mujer,58,60.25,150.8,,1,3.6,3.8,62,104,179,0.62,85,9.3,115,,"1,543,948,542",2,62,,0,Elena Gonzalez Martinez,72825234003,ELM25008008HDFRRA01,HGZ 1 - Centro
2024_06008008,2024_06008008_07,Hombre,20,83.7,169,,1,6.2,3.8,41,72,120,1.1,92,15.8,233,,"8,524,063,612",2,62,,0,Miguel Hernandez Cortes,25928823421,MIH34008008HDFRRA01,Hospital Regional Sur
2024_06008012,2024_06008012_02,Mujer,55,56.95,144.7,,1,6.6,4.3,47,140,180,0.61,98,8.3,113,,"4,403,289,095",2,62,,0,Ximena Lopez Garcia,76885144037,XIM90008012HDFRRA01,Clínica 14 - Santa Fe
2024_06008012,2024_06008012_03,Mujer,35,100.25,157,,1,5.8,3.2,27,111,136,0.58,115,14.7,100,,"6,995,006,579",2,62,"4,603,283,497",2,Gabriela Ramirez Garcia,29886577712,GAM17008012HDFRRA01,HGZ 1 - Centro
2024_06008019,2024_06008019_01,Hombre,93,,,,1,5.9,3.3,38,88,130,0.76,121,8,64,,"3,217,095,987",2,62,"2,322,879,884",2,Luis Gonzalez Lopez,83965659732,LUH23008019HDFRRA01,Unidad Médica Familiar 22
2024_06008030,2024_06008030_01,Hombre,53,70.75,166.1,,1,7.4,4.1,52,112,216,0.73,93,1.1,283,,"5,294,593,328",2,62,,0,Javier Hernandez Hernandez,79979789437,JAH30008030HDFRRA01,Hospital Regional Sur
2024_05018002,2024_05018002_01,Hombre,65,,,,1,7.6,2.4,26,112,146,2.6,117,15.2,135,,"1,376,492,311",3,53,"8,263,246,077",2,Antonio Ramirez Hernandez,25886980489,ANH57018002HDFRRA01,Clínica 14 - Santa Fe
2024_05018002,2024_05018002_03,Mujer,29,74.35,173,,1,4.8,4,66,99,186,0.7,70,2.3,59,,"1,230,905,932",3,53,"4,905,639,791",0,Maria Rodriguez Hernandez,86854055099,MAM52018002HDFRRA01,Unidad Médica Familiar 22
2024_05018003,2024_05018003_01,Hombre,33,75.1,164,,1,6.3,3.6,44,111,196,0.8,94,27.5,722,,"2,344,002,083",3,53,,0,Javier Perez Garcia,36787083782,JAH58018003HDFRRA01,Hospital Regional Sur
2024_05018010,2024_05018010_02,Mujer,49,70.85,151.1,,1,4.5,4.1,48,166,261,0.64,81,11.9,320,,"3,076,460,452",3,53,"1,454,323,945",0,Elena Lopez Rodriguez,70744628918,ELM88018010HDFRRA01,Clínica 14 - Santa Fe
2024_05018010,2024_05018010_04,Hombre,27,113.55,171.5,,1,6,3.5,39,91,140,0.77,88,22.3,92,,"5,114,186,363",3,53,,0,Roberto Sanchez Ramirez,60819267853,ROH21018010HDFRRA01,Centro de Salud Urbano N01
2024_05018016,2024_05018016_01,Hombre,67,,,,1,8.2,3.9,35,84,149,0.9,106,19.8,227,,"1,995,887,841",3,53,"9,826,121,201",2,Raffael Cortes Perez,56929611151,RAH96018016HDFRRA01,HGZ 1 - Centro
2024_05018016,2024_05018016_03,Mujer,39,75.6,155.6,,1,5.2,3.5,37,72,121,0.7,92,11.1,87,,"226,781,567",3,53,"1,265,905,831",0,Lucia Gonzalez Ramirez,66846645039,LUM46018016HDFRRA01,Clínica 14 - Santa Fe
2024_05018040,2024_05018040_01,Hombre,68,,,,1,6.3,3.7,33,107,150,1,96,11,180,,"1,578,322,232",3,53,"8,658,411,472",0,Roberto Rodriguez Garcia,57994734205,ROH11018040HDFRRA01,Unidad Médica Familiar 22
2024_05018049,2024_05018049_02,Mujer,46,65,150.1,,1,6.1,3.6,43,127,174,0.6,94,6.9,186,,"1,192,128,425",3,53,"6,279,563,033",0,Ana Lopez Rodriguez,99917563385,ANM76018049HDFRRA01,Hospital Regional Sur
2024_05018050,2024_05018050_01,Hombre,77,,,,1,6,3.7,39,108,168,1.8,147,3.8,247,,"1,163,761,681",3,53,"7,784,621,694",2,Luis Martinez Martinez,79809642541,LUH25018050HDFRRA01,Hospital Regional Sur
2024_05018054,2024_05018054_01,Hombre,70,,,,1,5,3.1,34,89,119,1,93,5.4,73,5,"7,476,263,204",3,53,"4,101,352,803",0,Ricardo Hernandez Lopez,52727379221,RIH49018054HDFRRA01,Centro de Salud Urbano N01
2024_05018057,2024_05018057_01,Mujer,45,52.9,152.8,,1,5,3.4,30,86,129,0.6,140,8.8,138,,"9,883,500,006",3,53,"292,532,246",2,Ana Hernandez Garcia,41714694619,ANM40018057HDFRRA01,Clínica 14 - Santa Fe
2024_05018059,2024_05018059_01,Hombre,87,,,,1,7.2,3.6,33,94,141,1.1,113,13.3,118,,"1,239,659,182",3,53,"8,292,314,413",2,Raffael Cortes Martinez,48758722428,RAH39018059HDFRRA01,HGZ 1 - Centro
2024_05018062,2024_05018062_01,Mujer,33,91.05,157,,1,5.9,4,45,99,148,0.7,98,5,158,,"1,897,787,768",3,53,"118,042,352",0,Isabel Sanchez Gonzalez,80905170434,ISM63018062HDFRRA01,Centro de Salud Urbano N01
2024_05018063,2024_05018063_02,Hombre,60,,,,1,4.9,3.8,28,89,122,0.9,160,8.5,189,,"1,670,229,014",3,53,"9,162,596,687",2,Javier Perez Cortes,59968632203,JAH94018063HDFRRA01,Hospital Regional Sur
2024_19039020,2024_19039020_01,Hombre,59,87.5,172.2,,1,4.8,2.8,33,84,118,0.65,100,13.7,79,,"3,478,076,918",3,193,,2,Roberto Gonzalez Cortes,43758420485,ROH79039020HDFRRA01,Clínica 14 - Santa Fe
2024_19039030,2024_19039030_01,Mujer,79,,,,1,3.9,3.2,48,105,182,0.72,214,16.8,199,,"2,272,388,381",3,193,"9,706,406,688",2,Ximena Lopez Gonzalez,13775729242,XIM24039030HDFRRA01,Hospital Regional Sur
2024_19039037,2024_19039037_01,Mujer,75,,,,1,2.4,2.7,40,79,127,0.54,106,9.5,117,,"1,053,576,282",3,193,"1,337,997,161",2,Beatriz Hernandez Lopez,57845477548,BEM91039037HDFRRA01,HGZ 1 - Centro
2024_19039037,2024_19039037_02,Mujer,29,60.1,153.2,,1,3.3,2.7,40,79,113,0.5,81,6.8,75,,"8,539,606,689",3,193,"7,041,766,839",0,Elena Cortes Gonzalez,14939589193,ELM95039037HDFRRA01,HGZ 1 - Centro
2024_19039039,2024_19039039_02,Hombre,76,,,,1,6.8,2.3,36,57,104,1.1,126,35.8,140,5,"1,616,802,049",3,193,"1,611,385,302",2,Juan Ramirez Lopez,30954982835,JUH47039039HDFRRA01,Clínica 14 - Santa Fe
2024_19039043,2024_19039043_01,Mujer,57,85.8,159.4,,1,4.5,2.6,34,92,139,0.57,83,7.9,128,5,"6,204,662,105",3,193,,0,Sofia Lopez Cortes,92959838462,SOM73039043HDFRRA01,Unidad Médica Familiar 22
2024_19039043,2024_19039043_02,Hombre,24,96.45,171.6,,1,9.5,3.3,24,53,88,0.73,76,7.6,87,,"8,931,423,013",3,193,,0,Juan Cortes Garcia,97709193302,JUH71039043HDFRRA01,HGZ 1 - Centro
2024_19039047,2024_19039047_01,Hombre,59,66.15,165.5,,1,4.4,3.3,60,114,191,1.2,91,4,109,,"5,087,999,908",3,193,,0,Ricardo Gonzalez Perez,91909269179,RIH58039047HDFRRA01,Hospital Regional Sur
2024_19039060,2024_19039060_01,Hombre,68,,,,1,4.8,3.5,32,77,159,0.69,181,12.5,519,,"1,527,856,418",3,193,"1,522,737,663",2,Eduardo Hernandez Garcia,69938729055,EDH40039060HDFRRA01,Centro de Salud Urbano N01
2024_19039060,2024_19039060_03,Hombre,38,82.2,170.1,,1,4.2,3.6,48,75,131,0.99,78,1.7,67,5,"8,440,075,873",3,193,,0,Javier Cortes Rodriguez,76879688696,JAH28039060HDFRRA01,Unidad Médica Familiar 22
2024_19039061,2024_19039061_02,Mujer,59,69,150.7,,1,4.5,2.3,26,83,107,0.76,202,5.6,117,,"1,172,664,621",3,193,,2,Gabriela Rodriguez Hernandez,75749172478,GAM70039061HDFRRA01,HGZ 1 - Centro
2024_19039068,2024_19039068_02,Mujer,60,,,,1,2,3.5,41,135,188,0.47,290,12,153,,"1,628,292,949",3,193,"5,523,232,346",2,Isabel Sanchez Lopez,49997274236,ISM46039068HDFRRA01,Clínica 14 - Santa Fe
2024_19039068,2024_19039068_03,Mujer,37,86.8,162.2,,1,3.8,2.4,22,71,90,0.62,87,6.4,78,,"981,410,868",3,193,"4,363,722,781",0,Ana Rodriguez Gonzalez,41797253386,ANM58039068HDFRRA01,HGZ 1 - Centro
2024_19039072,2024_19039072_02,Mujer,37,78.9,156.5,,1,7.4,3.3,43,90,130,0.68,94,35.8,84,,"18,149,254",3,193,"8,069,842,688",0,Ximena Cortes Sanchez,68975722599,XIM38039072HDFRRA01,Hospital Regional Sur
2024_19039088,2024_19039088_01,Mujer,77,,,,1,4.8,3.8,54,157,224,0.86,93,5.4,133,,"7,107,731,584",3,193,"2,410,969,907",0,Lucia Ramirez Gonzalez,24708533223,LUM59039088HDFRRA01,HGZ 1 - Centro
2024_19039091,2024_19039091_01,Hombre,47,64.85,170,,1,9.1,3.7,64,68,132,1,94,4.3,60,,"1,805,765,301",3,193,,0,Luis Perez Cortes,53916053241,LUH74039091HDFRRA01,Hospital Regional Sur
